"filename", "language", "D", "C++", "C", "Markdown", "YAML", "XML", "Shell Script", "Python", "JSON", "Objective-C", "Properties", "comment", "blank", "total"
"/home/roman/X11F/source/Xi/grabdev.d", "D", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 23, 170
"/home/roman/X11F/source/Xi/grabdevb.d", "D", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 16, 133
"/home/roman/X11F/source/Xi/grabdevk.d", "D", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 16, 133
"/home/roman/X11F/source/Xi/gtmotion.d", "D", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 17, 123
"/home/roman/X11F/source/Xi/handlers.d", "D", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 74
"/home/roman/X11F/source/Xi/listdev.d", "D", 220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 51, 390
"/home/roman/X11F/source/Xi/opendev.d", "D", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 19, 143
"/home/roman/X11F/source/Xi/queryst.d", "D", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 20, 156
"/home/roman/X11F/source/Xi/selectev.d", "D", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 23, 161
"/home/roman/X11F/source/Xi/sendexev.d", "D", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 21, 149
"/home/roman/X11F/source/Xi/setbmap.d", "D", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 15, 106
"/home/roman/X11F/source/Xi/setdval.d", "D", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 17, 116
"/home/roman/X11F/source/Xi/setfocus.d", "D", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 13, 96
"/home/roman/X11F/source/Xi/setmmap.d", "D", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 15, 106
"/home/roman/X11F/source/Xi/setmode.d", "D", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 15, 118
"/home/roman/X11F/source/Xi/stubs.d", "D", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 13, 153
"/home/roman/X11F/source/Xi/ungrdev.d", "D", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 11, 95
"/home/roman/X11F/source/Xi/ungrdevb.d", "D", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 18, 137
"/home/roman/X11F/source/Xi/ungrdevk.d", "D", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 18, 143
"/home/roman/X11F/source/Xi/xiallowev.d", "D", 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 18, 146
"/home/roman/X11F/source/Xi/xibarriers.d", "D", 645, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 160, 924
"/home/roman/X11F/source/Xi/xichangecursor.d", "D", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 15, 103
"/home/roman/X11F/source/Xi/xichangehierarchy.d", "D", 402, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 86, 543
"/home/roman/X11F/source/Xi/xigetclientpointer.d", "D", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 13, 79
"/home/roman/X11F/source/Xi/xigrabdev.d", "D", 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 27, 152
"/home/roman/X11F/source/Xi/xipassivegrab.d", "D", 262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 46, 344
"/home/roman/X11F/source/Xi/xiproperty.d", "D", 853, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 169, 1131
"/home/roman/X11F/source/Xi/xiquerydevice.d", "D", 436, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 100, 623
"/home/roman/X11F/source/Xi/xiquerypointer.d", "D", 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 29, 189
"/home/roman/X11F/source/Xi/xiqueryversion.d", "D", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 20, 132
"/home/roman/X11F/source/Xi/xiselectev.d", "D", 270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 61, 391
"/home/roman/X11F/source/Xi/xisetclientpointer.d", "D", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 16, 96
"/home/roman/X11F/source/Xi/xisetdevfocus.d", "D", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 16, 98
"/home/roman/X11F/source/Xi/xiwarppointer.d", "D", 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 29, 194
"/home/roman/X11F/source/build/compile_commands.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 3716, 0, 0, 0, 1, 3717
"/home/roman/X11F/source/build/dix_config.d", "D", 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 136, 285
"/home/roman/X11F/source/build/xlibre_server.d", "D", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 58, 204
"/home/roman/X11F/source/build/xorg-config.d", "D", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 44, 140
"/home/roman/X11F/source/build/xorg-server.d", "D", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 59, 205
"/home/roman/X11F/source/composite/compalloc.d", "D", 479, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 92, 701
"/home/roman/X11F/source/composite/compext.d", "D", 556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 159, 794
"/home/roman/X11F/source/composite/compinit.d", "D", 243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 71, 386
"/home/roman/X11F/source/composite/compint.d", "D", 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 73, 293
"/home/roman/X11F/source/composite/compositeext_priv.d", "D", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 17
"/home/roman/X11F/source/composite/compoverlay.d", "D", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 22, 169
"/home/roman/X11F/source/composite/compwindow.d", "D", 549, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 111, 777
"/home/roman/X11F/source/config/config-backends.d", "D", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 6, 50
"/home/roman/X11F/source/config/config.d", "D", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 22, 150
"/home/roman/X11F/source/config/dbus-core.d", "D", 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 45, 246
"/home/roman/X11F/source/config/fdi2iclass.py", "Python", 0, 0, 0, 0, 0, 0, 0, 138, 0, 0, 0, 36, 26, 200
"/home/roman/X11F/source/config/hal.d", "D", 503, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 100, 666
"/home/roman/X11F/source/config/hotplug_priv.d", "D", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 22, 92
"/home/roman/X11F/source/config/kdrive_config.d", "D", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 19
"/home/roman/X11F/source/config/udev.d", "D", 457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 106, 606
"/home/roman/X11F/source/config/version_config.d", "D", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 10
"/home/roman/X11F/source/config/wscons.d", "D", 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 34, 308
"/home/roman/X11F/source/config/xkb_config.d", "D", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 12
"/home/roman/X11F/source/dbe/dbe.d", "D", 513, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 370, 170, 1053
"/home/roman/X11F/source/dbe/dbestruct.d", "D", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 37, 187
"/home/roman/X11F/source/dbe/midbe.d", "D", 305, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 222, 95, 622
"/home/roman/X11F/source/dix/atom.d", "D", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 16, 134
"/home/roman/X11F/source/dix/atom_priv.d", "D", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 20
"/home/roman/X11F/source/dix/callback_priv.d", "D", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 7, 42
"/home/roman/X11F/source/dix/client.d", "D", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 15
"/home/roman/X11F/source/dix/client_priv.d", "D", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 7, 38
"/home/roman/X11F/source/dix/color.d", "D", 824, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 9, 880
"/home/roman/X11F/source/dix/colormap.d", "D", 1917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 286, 237, 2440
"/home/roman/X11F/source/dix/colormap_priv.d", "D", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 27, 113
"/home/roman/X11F/source/dix/cursor.d", "D", 347, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 65, 500
"/home/roman/X11F/source/dix/cursor_priv.d", "D", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 17, 51
"/home/roman/X11F/source/dix/devices.d", "D", 1951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 358, 418, 2727
"/home/roman/X11F/source/dix/devices_priv.d", "D", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6, 32
"/home/roman/X11F/source/dix/dispatch.d", "D", 3216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 326, 633, 4175
"/home/roman/X11F/source/dix/display.d", "D", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 23
"/home/roman/X11F/source/dix/dix_priv.d", "D", 222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 365, 124, 711
"/home/roman/X11F/source/dix/dixfonts.d", "D", 1608, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 199, 2062
"/home/roman/X11F/source/dix/dixgrabs_priv.d", "D", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 18, 167
"/home/roman/X11F/source/dix/dixstruct_priv.d", "D", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 20, 91
"/home/roman/X11F/source/dix/dixutils.d", "D", 565, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172, 102, 839
"/home/roman/X11F/source/dix/enterleave.d", "D", 755, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 554, 176, 1485
"/home/roman/X11F/source/dix/eventconvert.d", "D", 862, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 130, 1121
"/home/roman/X11F/source/dix/events.d", "D", 4348, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1108, 726, 6182
"/home/roman/X11F/source/dix/exevents_priv.d", "D", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 37, 103
"/home/roman/X11F/source/dix/extension.d", "D", 237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 41, 333
"/home/roman/X11F/source/dix/extension_priv.d", "D", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 63
"/home/roman/X11F/source/dix/gc.d", "D", 827, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 97, 1058
"/home/roman/X11F/source/dix/gc_priv.d", "D", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14, 36
"/home/roman/X11F/source/dix/gestures.d", "D", 228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 61, 358
"/home/roman/X11F/source/dix/getevents.d", "D", 1316, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 543, 317, 2176
"/home/roman/X11F/source/dix/globals.d", "D", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 18, 129
"/home/roman/X11F/source/dix/glyphcurs.d", "D", 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 14, 179
